Test,Run,Clock Cycles 
2,30,23.81 
2,31,21.50 
2,32,18.78 
2,33,18.09 
2,34,26.63 
2,35,21.25 
2,36,22.63 
2,37,18.59 
2,38,79.69 
2,39,24.09 
2,40,45.94 
2,41,20.44 
2,42,19.69 
2,43,55.28 
2,44,22.00 
2,45,30.16 
2,46,21.28 
2,47,20.11 
2,48,16.81 
2,49,17.53 
2,50,25.75 
2,51,31.38 
2,52,18.69 
2,53,19.34 
2,54,18.91 
2,55,20.13 
2,56,25.00 
2,57,21.88 
2,58,22.72 
2,59,19.19 
2,60,24.63 
2,61,17.72 
2,62,21.81 
2,63,25.00 
2,64,44.41 
2,65,19.52 
2,66,16.59 
2,67,66.19 
2,68,19.97 
2,69,17.50 
2,70,136.41 
2,71,26.95 
2,72,19.75 
2,73,24.59 
2,74,21.41 
2,75,22.19 
2,76,34.22 
2,77,28.75 
2,78,28.39 
2,79,31.09 
2,80,38.78 
2,81,35.28 
2,82,19.97 
2,83,24.63 
2,84,19.84 
2,85,20.13 
2,86,17.38 
2,87,20.38 
2,88,19.78 
2,89,142.28 
2,90,17.25 
2,91,23.06 
2,92,21.97 
2,93,19.97 
2,94,29.28 
2,95,24.50 
2,96,29.53 
2,97,23.63 
2,98,23.06 
2,99,34.75 
2,100,21.31 
3,1,7.71 
3,2,12.53 
3,3,6.75 
3,4,6.80 
3,5,12.59 
3,6,8.72 
3,7,9.62 
3,8,8.91 
3,9,8.69 
3,10,6.38 
3,11,8.75 
3,12,6.02 
3,13,6.86 
3,14,19.15 
3,15,8.59 
3,16,6.30 
3,17,5.83 
3,18,8.51 
3,19,8.52 
3,20,6.02 
3,21,7.69 
3,22,5.83 
3,23,8.32 
3,24,5.90 
3,25,8.64 
3,26,8.09 
3,27,8.07 
3,28,7.72 
3,29,8.76 
3,30,7.48 
3,31,8.21 
3,32,8.11 
3,33,8.39 
3,34,6.17 
3,35,6.14 
3,36,6.35 
3,37,6.01 
3,38,5.72 
3,39,8.01 
3,40,8.24 
3,41,7.80 
3,42,8.63 
3,43,6.14 
3,44,7.79 
3,45,8.55 
3,46,7.93 
3,47,6.09 
3,48,5.70 
3,49,6.25 
3,50,5.87 
3,51,6.11 
3,52,8.24 
3,53,8.75 
3,54,7.81 
3,55,8.42 
3,56,10.39 
3,57,7.77 
3,58,5.71 
3,59,6.88 
3,60,8.18 
3,61,7.61 
3,62,9.44 
3,63,7.95 
3,64,6.07 
3,65,5.92 
3,66,9.05 
3,67,5.97 
3,68,6.06 
3,69,9.02 
3,70,5.93 
3,71,6.13 
3,72,5.78 
3,73,6.28 
3,74,8.00 
3,75,8.61 
3,76,8.34 
3,77,5.99 
3,78,7.81 
3,79,6.26 
3,80,7.57 
3,81,8.73 
3,82,12.17 
3,83,6.26 
3,84,8.13 
3,85,7.01 
3,86,7.35 
3,87,8.74 
3,88,18.87 
3,89,7.56 
3,90,7.83 
3,91,7.89 
3,92,7.95 
3,93,6.75 
3,94,9.50 
3,95,12.25 
3,96,7.98 
3,97,7.59 
3,98,6.46 
3,99,8.49 
3,100,5.69 
4,1,6.13 
4,2,5.00 
4,3,6.53 
4,4,5.30 
4,5,5.08 
4,6,4.80 
4,7,4.94 
4,8,5.45 
4,9,5.28 
4,10,6.35 
4,11,5.88 
4,12,5.52 
4,13,5.01 
4,14,6.26 
4,15,6.37 
4,16,5.92 
4,17,4.77 
4,18,6.31 
4,19,4.92 
4,20,4.95 
4,21,43.48 
4,22,4.93 
4,23,5.89 
4,24,8.64 
4,25,8.56 
4,26,7.69 
4,27,11.53 
4,28,8.06 
4,29,8.29 
4,30,5.07 
4,31,5.38 
4,32,7.10 
4,33,5.02 
4,34,4.89 
4,35,4.86 
4,36,6.23 
4,37,4.93 
4,38,5.06 
4,39,6.46 
4,40,6.76 
4,41,6.08 
4,42,4.91 
4,43,4.92 
4,44,10.20 
4,45,4.86 
4,46,5.04 
4,47,4.97 
4,48,4.78 
4,49,6.56 
4,50,4.92 
4,51,5.03 
4,52,4.83 
4,53,6.72 
4,54,6.76 
4,55,5.18 
4,56,6.22 
4,57,6.81 
4,58,5.21 
4,59,4.87 
4,60,4.95 
4,61,6.64 
4,62,6.85 
4,63,6.21 
4,64,5.02 
4,65,6.07 
4,66,5.35 
4,67,5.39 
4,68,5.36 
4,69,8.69 
4,70,7.01 
4,71,8.14 
4,72,7.76 
4,73,5.14 
4,74,6.62 
4,75,5.04 
4,76,5.49 
4,77,5.14 
4,78,7.98 
4,79,6.35 
4,80,5.09 
4,81,6.28 
4,82,7.28 
4,83,6.23 
4,84,6.06 
4,85,5.09 
4,86,7.96 
4,87,6.95 
4,88,5.78 
4,89,5.17 
4,90,5.12 
4,91,5.18 
4,92,7.18 
4,93,5.66 
4,94,37.89 
4,95,4.72 
4,96,5.63 
4,97,5.91 
4,98,5.96 
4,99,4.99 
4,100,5.20 
5,1,5.43 
5,2,4.56 
5,3,4.70 
5,4,6.46 
5,5,4.86 
5,6,4.69 
5,7,5.93 
5,8,4.63 
5,9,4.58 
5,10,4.75 
5,11,6.20 
5,12,7.17 
5,13,5.31 
5,14,5.93 
5,15,4.83 
5,16,6.93 
5,17,6.18 
5,18,11.32 
5,19,7.68 
5,20,5.45 
5,21,7.35 
5,22,6.92 
5,23,6.42 
5,24,5.62 
5,25,7.01 
5,26,7.18 
5,27,5.43 
5,28,6.91 
5,29,27.32 
5,30,6.72 
5,31,5.66 
5,32,36.34 
5,33,5.44 
5,34,5.72 
5,35,6.82 
5,36,5.59 
5,37,6.45 
5,38,5.47 
5,39,8.37 
5,40,5.65 
5,41,5.38 
5,42,6.65 
5,43,5.41 
5,44,6.67 
5,45,5.77 
5,46,6.73 
5,47,5.65 
5,48,6.54 
5,49,6.79 
5,50,7.11 
5,51,5.65 
5,52,7.92 
5,53,6.77 
5,54,7.68 
5,55,6.60 
5,56,5.27 
5,57,5.24 
5,58,5.24 
5,59,5.07 
5,60,5.64 
5,61,11.34 
5,62,7.61 
5,63,6.04 
5,64,5.95 
5,65,6.63 
5,66,5.82 
5,67,5.78 
5,68,5.81 
5,69,6.53 
5,70,8.41 
5,71,6.62 
5,72,5.67 
5,73,5.55 
5,74,6.49 
5,75,7.61 
5,76,8.06 
5,77,5.40 
5,78,5.79 
5,79,5.41 
5,80,7.05 
5,81,6.74 
5,82,5.26 
5,83,6.82 
5,84,5.97 
5,85,6.16 
5,86,7.03 
5,87,13.00 
5,88,6.13 
5,89,7.24 
5,90,8.09 
5,91,5.42 
5,92,5.96 
5,93,6.02 
5,94,7.10 
5,95,5.45 
5,96,5.64 
5,97,6.83 
5,98,5.63 
5,99,5.61 
5,100,5.95 
